Ammonizioni,Ammonizioni avversario,Avversaria,Campo,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
3,4,HELLAS VERONA,home,,,0,0,1,1,1,BARI,2000-01
4,3,BARI,away,,,0,0,1,1,1,HELLAS VERONA,2000-01
2,3,JUVENTUS,home,,,0,0,1,1,2,NAPOLI,2000-01
3,2,NAPOLI,away,,,0,0,1,2,1,JUVENTUS,2000-01
2,2,LAZIO,home,,,0,0,1,2,2,ATALANTA,2000-01
2,2,ATALANTA,away,,,0,0,1,2,2,LAZIO,2000-01
2,4,VICENZA,home,,,0,0,1,2,0,MILAN,2000-01
4,2,MILAN,away,,,0,0,1,0,2,VICENZA,2000-01
0,3,FIORENTINA,home,,,0,1,1,2,2,PARMA,2000-01
3,0,PARMA,away,,,1,0,1,2,2,FIORENTINA,2000-01
1,3,LECCE,home,,,0,1,1,1,1,PERUGIA,2000-01
3,1,PERUGIA,away,,,1,0,1,1,1,LECCE,2000-01
2,3,INTER,home,,,0,0,1,2,1,REGGINA,2000-01
3,2,REGGINA,away,,,0,0,1,1,2,INTER,2000-01
3,2,BOLOGNA,home,,,0,0,1,2,0,ROMA,2000-01
2,3,ROMA,away,,,0,0,1,0,2,BOLOGNA,2000-01
1,1,BRESCIA,home,,,0,0,1,4,2,UDINESE,2000-01
1,1,UDINESE,away,,,0,0,1,2,4,BRESCIA,2000-01
3,1,MILAN,home,0,1,0,0,2,2,1,BOLOGNA,2000-01
1,3,BOLOGNA,away,1,0,0,0,2,1,2,MILAN,2000-01
2,1,PARMA,home,0,0,0,0,2,0,0,BRESCIA,2000-01
1,2,BRESCIA,away,0,0,0,0,2,0,0,PARMA,2000-01
1,3,REGGINA,home,0,0,0,0,2,2,1,FIORENTINA,2000-01
3,1,FIORENTINA,away,0,0,0,0,2,1,2,REGGINA,2000-01
1,1,UDINESE,home,0,0,0,0,2,1,1,HELLAS VERONA,2000-01
1,1,HELLAS VERONA,away,0,0,0,0,2,1,1,UDINESE,2000-01
0,2,NAPOLI,home,0,0,0,0,2,3,1,INTER,2000-01
2,0,INTER,away,0,0,0,0,2,1,3,NAPOLI,2000-01
4,3,BARI,home,0,0,0,0,2,2,0,JUVENTUS,2000-01
3,4,JUVENTUS,away,0,0,0,0,2,0,2,BARI,2000-01
0,2,PERUGIA,home,0,0,0,0,2,3,0,LAZIO,2000-01
2,0,LAZIO,away,0,0,0,0,2,0,3,PERUGIA,2000-01
2,3,ROMA,home,0,0,1,0,2,0,4,LECCE,2000-01
3,2,LECCE,away,0,0,0,1,2,4,0,ROMA,2000-01
2,3,ATALANTA,home,0,0,0,0,2,1,2,VICENZA,2000-01
3,2,VICENZA,away,0,0,0,0,2,2,1,ATALANTA,2000-01
2,1,JUVENTUS,home,0,0,,,3,2,2,MILAN,2000-01
1,2,MILAN,away,0,0,,,3,2,2,JUVENTUS,2000-01
2,2,INTER,home,0,0,,,3,3,0,UDINESE,2000-01
2,2,UDINESE,away,0,0,,,3,0,3,INTER,2000-01
1,1,ATALANTA,home,1,0,,,3,0,2,BARI,2000-01
1,1,BARI,away,0,1,,,3,2,0,ATALANTA,2000-01
1,2,FIORENTINA,home,0,0,,,3,1,1,BRESCIA,2000-01
2,1,BRESCIA,away,0,0,,,3,1,1,FIORENTINA,2000-01
3,2,LAZIO,home,1,0,,,3,2,0,HELLAS VERONA,2000-01
2,3,HELLAS VERONA,away,0,1,,,3,0,2,LAZIO,2000-01
4,1,BOLOGNA,home,0,0,,,3,1,5,NAPOLI,2000-01
1,4,NAPOLI,away,0,0,,,3,5,1,BOLOGNA,2000-01
2,5,PARMA,home,0,1,,,3,3,1,PERUGIA,2000-01
5,2,PERUGIA,away,1,0,,,3,1,3,PARMA,2000-01
1,2,LECCE,home,0,0,,,3,0,1,REGGINA,2000-01
2,1,REGGINA,away,0,0,,,3,1,0,LECCE,2000-01
2,4,VICENZA,home,0,0,,,3,3,1,ROMA,2000-01
4,2,ROMA,away,0,0,,,3,1,3,VICENZA,2000-01
1,4,HELLAS VERONA,home,0,0,0,0,4,3,0,ATALANTA,2000-01
4,1,ATALANTA,away,0,0,0,0,4,0,3,HELLAS VERONA,2000-01
3,5,REGGINA,home,0,0,0,0,4,2,0,BOLOGNA,2000-01
5,3,BOLOGNA,away,0,0,0,0,4,0,2,REGGINA,2000-01
3,2,BARI,home,0,0,0,1,4,2,2,FIORENTINA,2000-01
2,3,FIORENTINA,away,0,0,1,0,4,2,2,BARI,2000-01
2,1,ROMA,home,0,0,0,0,4,2,0,INTER,2000-01
1,2,INTER,away,0,0,0,0,4,0,2,ROMA,2000-01
2,6,UDINESE,home,0,0,0,0,4,1,2,JUVENTUS,2000-01
6,2,JUVENTUS,away,0,0,0,0,4,2,1,UDINESE,2000-01
2,3,BRESCIA,home,0,0,0,0,4,2,1,LAZIO,2000-01
3,2,LAZIO,away,0,0,0,0,4,1,2,BRESCIA,2000-01
2,1,NAPOLI,home,0,0,0,0,4,1,1,LECCE,2000-01
1,2,LECCE,away,0,0,0,0,4,1,1,NAPOLI,2000-01
1,4,MILAN,home,0,0,0,0,4,2,0,PARMA,2000-01
4,1,PARMA,away,0,0,0,0,4,0,2,MILAN,2000-01
3,0,PERUGIA,home,0,1,0,0,4,1,0,VICENZA,2000-01
0,3,VICENZA,away,1,0,0,0,4,0,1,PERUGIA,2000-01
2,2,PARMA,home,0,0,,,5,0,1,BARI,2000-01
2,2,BARI,away,0,0,,,5,1,0,PARMA,2000-01
3,4,ROMA,home,0,0,,,5,2,4,BRESCIA,2000-01
4,3,BRESCIA,away,0,0,,,5,4,2,ROMA,2000-01
3,1,PERUGIA,home,0,1,,,5,3,4,FIORENTINA,2000-01
1,3,FIORENTINA,away,1,0,,,5,4,3,PERUGIA,2000-01
1,4,INTER,home,1,0,,,5,2,2,HELLAS VERONA,2000-01
4,1,HELLAS VERONA,away,0,1,,,5,2,2,INTER,2000-01
2,4,BOLOGNA,home,0,0,,,5,2,0,LAZIO,2000-01
4,2,LAZIO,away,0,0,,,5,0,2,BOLOGNA,2000-01
3,1,ATALANTA,home,0,0,,,5,3,3,MILAN,2000-01
1,3,MILAN,away,0,0,,,5,3,3,ATALANTA,2000-01
2,2,VICENZA,home,0,0,,,5,1,2,NAPOLI,2000-01
2,2,NAPOLI,away,0,0,,,5,2,1,VICENZA,2000-01
2,2,JUVENTUS,home,0,0,,,5,0,2,REGGINA,2000-01
2,2,REGGINA,away,0,0,,,5,2,0,JUVENTUS,2000-01
1,2,LECCE,home,0,0,,,5,2,0,UDINESE,2000-01
2,1,UDINESE,away,0,0,,,5,0,2,LECCE,2000-01
2,2,BRESCIA,home,0,0,0,0,6,2,0,ATALANTA,2000-01
2,2,ATALANTA,away,0,0,0,0,6,0,2,BRESCIA,2000-01
2,2,LAZIO,home,0,0,0,0,6,1,1,JUVENTUS,2000-01
2,2,JUVENTUS,away,0,0,0,0,6,1,1,LAZIO,2000-01
5,1,MILAN,home,0,0,0,0,6,1,3,BARI,2000-01
1,5,BARI,away,0,0,0,0,6,3,1,MILAN,2000-01
3,2,FIORENTINA,home,0,1,0,0,6,1,1,BOLOGNA,2000-01
2,3,BOLOGNA,away,1,0,0,0,6,1,1,FIORENTINA,2000-01
3,0,LECCE,home,0,0,0,1,6,0,1,INTER,2000-01
0,3,INTER,away,0,0,1,0,6,1,0,LECCE,2000-01
0,1,UDINESE,home,0,0,0,0,6,2,0,PARMA,2000-01
1,0,PARMA,away,0,0,0,0,6,0,2,UDINESE,2000-01
2,2,NAPOLI,home,0,1,0,0,6,1,1,PERUGIA,2000-01
2,2,PERUGIA,away,1,0,0,0,6,1,1,NAPOLI,2000-01
1,2,REGGINA,home,0,0,0,0,6,2,1,ROMA,2000-01
2,1,ROMA,away,0,0,0,0,6,1,2,REGGINA,2000-01
4,2,HELLAS VERONA,home,0,1,0,0,6,2,2,VICENZA,2000-01
2,4,VICENZA,away,1,0,0,0,6,2,2,HELLAS VERONA,2000-01
2,2,PERUGIA,home,,,0,0,7,2,1,INTER,2000-01
2,2,INTER,away,,,0,0,7,1,2,PERUGIA,2000-01
1,3,MILAN,home,,,0,0,7,1,1,LAZIO,2000-01
3,1,LAZIO,away,,,0,0,7,1,1,MILAN,2000-01
3,2,PARMA,home,,,0,0,7,2,1,BOLOGNA,2000-01
2,3,BOLOGNA,away,,,0,0,7,1,2,PARMA,2000-01
4,0,JUVENTUS,home,,,0,0,7,0,0,BRESCIA,2000-01
0,4,BRESCIA,away,,,0,0,7,0,0,JUVENTUS,2000-01
2,4,VICENZA,home,,,0,0,7,3,2,FIORENTINA,2000-01
4,2,FIORENTINA,away,,,0,0,7,2,3,VICENZA,2000-01
3,3,ROMA,home,,,0,0,7,1,4,HELLAS VERONA,2000-01
3,3,HELLAS VERONA,away,,,0,0,7,4,1,ROMA,2000-01
2,1,BARI,home,,,0,1,7,2,0,LECCE,2000-01
1,2,LECCE,away,,,1,0,7,0,2,BARI,2000-01
1,3,ATALANTA,home,,,0,0,7,0,0,NAPOLI,2000-01
3,1,NAPOLI,away,,,0,0,7,0,0,ATALANTA,2000-01
3,1,REGGINA,home,,,0,0,7,3,0,UDINESE,2000-01
1,3,UDINESE,away,,,0,0,7,0,3,REGGINA,2000-01
1,4,LECCE,home,0,0,,,8,1,0,ATALANTA,2000-01
4,1,ATALANTA,away,0,0,,,8,0,1,LECCE,2000-01
1,1,UDINESE,home,0,0,,,8,2,1,BARI,2000-01
1,1,BARI,away,0,0,,,8,1,2,UDINESE,2000-01
2,2,HELLAS VERONA,home,0,0,,,8,2,1,JUVENTUS,2000-01
2,2,JUVENTUS,away,0,0,,,8,1,2,HELLAS VERONA,2000-01
2,2,NAPOLI,home,0,0,,,8,1,0,MILAN,2000-01
2,2,MILAN,away,0,0,,,8,0,1,NAPOLI,2000-01
1,2,LAZIO,home,0,1,,,8,2,0,PARMA,2000-01
2,1,PARMA,away,1,0,,,8,0,2,LAZIO,2000-01
4,1,BOLOGNA,home,0,0,,,8,1,3,PERUGIA,2000-01
1,4,PERUGIA,away,0,0,,,8,3,1,BOLOGNA,2000-01
1,2,BRESCIA,home,0,0,,,8,0,3,REGGINA,2000-01
2,1,REGGINA,away,0,0,,,8,3,0,BRESCIA,2000-01
3,4,FIORENTINA,home,0,0,,,8,1,0,ROMA,2000-01
4,3,ROMA,away,0,0,,,8,0,1,FIORENTINA,2000-01
6,2,INTER,home,0,1,,,8,0,0,VICENZA,2000-01
2,6,VICENZA,away,1,0,,,8,0,0,INTER,2000-01
1,3,REGGINA,home,0,0,0,1,9,2,0,LAZIO,2000-01
3,1,LAZIO,away,0,0,1,0,9,0,2,REGGINA,2000-01
0,3,ATALANTA,home,0,0,0,0,9,2,0,PARMA,2000-01
3,0,PARMA,away,0,0,0,0,9,0,2,ATALANTA,2000-01
1,4,VICENZA,home,0,0,0,0,9,1,1,BOLOGNA,2000-01
4,1,BOLOGNA,away,0,0,0,0,9,1,1,VICENZA,2000-01
4,4,BRESCIA,home,0,0,0,0,9,2,1,HELLAS VERONA,2000-01
4,4,HELLAS VERONA,away,0,0,0,0,9,1,2,BRESCIA,2000-01
3,3,JUVENTUS,home,0,0,0,0,9,2,2,INTER,2000-01
3,3,INTER,away,0,0,0,0,9,2,2,JUVENTUS,2000-01
1,3,FIORENTINA,home,0,0,0,0,9,1,1,LECCE,2000-01
3,1,LECCE,away,0,0,0,0,9,1,1,FIORENTINA,2000-01
2,1,BARI,home,0,0,0,0,9,1,0,NAPOLI,2000-01
1,2,NAPOLI,away,0,0,0,0,9,0,1,BARI,2000-01
1,1,ROMA,home,1,0,0,0,9,0,0,PERUGIA,2000-01
1,1,PERUGIA,away,0,1,0,0,9,0,0,ROMA,2000-01
0,1,MILAN,home,0,0,0,0,9,0,1,UDINESE,2000-01
1,0,UDINESE,away,0,0,0,0,9,1,0,MILAN,2000-01
0,3,NAPOLI,home,0,0,0,0,10,1,1,BRESCIA,2000-01
3,0,BRESCIA,away,0,0,0,0,10,1,1,NAPOLI,2000-01
3,3,HELLAS VERONA,home,0,0,0,0,10,2,1,REGGINA,2000-01
3,3,REGGINA,away,0,0,0,0,10,1,2,HELLAS VERONA,2000-01
1,2,PERUGIA,home,0,0,0,0,10,0,0,ATALANTA,2000-01
2,1,ATALANTA,away,0,0,0,0,10,0,0,PERUGIA,2000-01
2,3,BOLOGNA,home,0,1,0,0,10,2,0,BARI,2000-01
3,2,BARI,away,1,0,0,0,10,0,2,BOLOGNA,2000-01
0,0,INTER,home,1,0,0,0,10,2,0,FIORENTINA,2000-01
0,0,FIORENTINA,away,0,1,0,0,10,0,2,INTER,2000-01
4,2,PARMA,home,0,0,0,0,10,1,0,JUVENTUS,2000-01
2,4,JUVENTUS,away,0,0,0,0,10,0,1,PARMA,2000-01
1,2,LECCE,home,0,0,0,0,10,4,1,MILAN,2000-01
2,1,MILAN,away,0,0,0,0,10,1,4,LECCE,2000-01
0,2,UDINESE,home,0,0,0,1,10,2,1,ROMA,2000-01
2,0,ROMA,away,0,0,1,0,10,1,2,UDINESE,2000-01
2,3,LAZIO,home,0,0,0,0,10,1,4,VICENZA,2000-01
3,2,VICENZA,away,0,0,0,0,10,4,1,LAZIO,2000-01
3,3,ATALANTA,home,0,0,0,0,11,0,1,BOLOGNA,2000-01
3,3,BOLOGNA,away,0,0,0,0,11,1,0,ATALANTA,2000-01
3,3,MILAN,home,1,0,0,0,11,1,1,HELLAS VERONA,2000-01
3,3,HELLAS VERONA,away,0,1,0,0,11,1,1,MILAN,2000-01
3,0,BRESCIA,home,0,0,0,0,11,0,0,INTER,2000-01
0,3,INTER,away,0,0,0,0,11,0,0,BRESCIA,2000-01
2,2,ROMA,home,0,0,0,0,11,0,1,LAZIO,2000-01
2,2,LAZIO,away,0,0,0,0,11,1,0,ROMA,2000-01
2,2,JUVENTUS,home,0,0,1,0,11,1,4,LECCE,2000-01
2,2,LECCE,away,0,0,0,1,11,4,1,JUVENTUS,2000-01
1,2,REGGINA,home,0,0,0,0,11,6,2,NAPOLI,2000-01
2,1,NAPOLI,away,0,0,0,0,11,2,6,REGGINA,2000-01
2,3,VICENZA,home,0,0,0,0,11,0,2,PARMA,2000-01
3,2,PARMA,away,0,0,0,0,11,2,0,VICENZA,2000-01
0,3,BARI,home,1,0,0,0,11,4,1,PERUGIA,2000-01
3,0,PERUGIA,away,0,1,0,0,11,1,4,BARI,2000-01
1,3,FIORENTINA,home,0,0,0,0,11,1,3,UDINESE,2000-01
3,1,UDINESE,away,0,0,0,0,11,3,1,FIORENTINA,2000-01
3,2,LAZIO,home,0,0,0,0,12,1,2,BARI,2000-01
2,3,BARI,away,0,0,0,0,12,2,1,LAZIO,2000-01
1,2,JUVENTUS,home,0,1,0,0,12,0,0,ROMA,2000-01
2,1,ROMA,away,1,0,0,0,12,0,0,JUVENTUS,2000-01
2,4,INTER,home,0,0,0,0,12,0,1,ATALANTA,2000-01
4,2,ATALANTA,away,0,0,0,0,12,1,0,INTER,2000-01
4,2,LECCE,home,0,0,2,1,12,2,2,BRESCIA,2000-01
2,4,BRESCIA,away,0,0,1,2,12,2,2,LECCE,2000-01
0,0,HELLAS VERONA,home,0,0,0,0,12,2,0,FIORENTINA,2000-01
0,0,FIORENTINA,away,0,0,0,0,12,0,2,HELLAS VERONA,2000-01
2,3,PERUGIA,home,0,0,0,0,12,1,2,MILAN,2000-01
3,2,MILAN,away,0,0,0,0,12,2,1,PERUGIA,2000-01
1,3,PARMA,home,0,0,0,0,12,2,2,NAPOLI,2000-01
3,1,NAPOLI,away,0,0,0,0,12,2,2,PARMA,2000-01
1,2,VICENZA,home,0,0,0,0,12,1,0,REGGINA,2000-01
2,1,REGGINA,away,0,0,0,0,12,0,1,VICENZA,2000-01
2,2,BOLOGNA,home,0,0,0,0,12,3,1,UDINESE,2000-01
2,2,UDINESE,away,0,0,0,0,12,1,3,BOLOGNA,2000-01
2,4,FIORENTINA,home,0,0,0,0,13,3,3,JUVENTUS,2000-01
4,2,JUVENTUS,away,0,0,0,0,13,3,3,FIORENTINA,2000-01
2,3,BARI,home,0,0,0,0,13,1,0,VICENZA,2000-01
3,2,VICENZA,away,0,0,0,0,13,0,1,BARI,2000-01
4,3,ROMA,home,0,1,0,0,13,0,2,ATALANTA,2000-01
3,4,ATALANTA,away,1,0,0,0,13,2,0,ROMA,2000-01
3,2,BRESCIA,home,0,1,1,0,13,1,0,BOLOGNA,2000-01
2,3,BOLOGNA,away,1,0,0,1,13,0,1,BRESCIA,2000-01
2,1,NAPOLI,home,0,0,1,0,13,1,2,LAZIO,2000-01
1,2,LAZIO,away,0,0,0,1,13,2,1,NAPOLI,2000-01
2,2,HELLAS VERONA,home,0,0,0,0,13,4,2,LECCE,2000-01
2,2,LECCE,away,0,0,0,0,13,2,4,HELLAS VERONA,2000-01
2,1,INTER,home,0,0,0,0,13,2,2,MILAN,2000-01
1,2,MILAN,away,0,0,0,0,13,2,2,INTER,2000-01
3,5,REGGINA,home,0,0,1,0,13,0,2,PARMA,2000-01
5,3,PARMA,away,0,0,0,1,13,2,0,REGGINA,2000-01
2,2,UDINESE,home,0,0,0,1,13,3,1,PERUGIA,2000-01
2,2,PERUGIA,away,0,0,1,0,13,1,3,UDINESE,2000-01
1,2,PERUGIA,home,0,1,0,1,14,1,0,BRESCIA,2000-01
2,1,BRESCIA,away,1,0,1,0,14,0,1,PERUGIA,2000-01
1,1,MILAN,home,0,0,0,0,14,4,0,FIORENTINA,2000-01
1,1,FIORENTINA,away,0,0,0,0,14,0,4,MILAN,2000-01
1,3,NAPOLI,home,1,0,1,1,14,2,1,HELLAS VERONA,2000-01
3,1,HELLAS VERONA,away,0,1,1,1,14,1,2,NAPOLI,2000-01
2,2,PARMA,home,0,0,0,0,14,1,1,INTER,2000-01
2,2,INTER,away,0,0,0,0,14,1,1,PARMA,2000-01
0,0,BOLOGNA,home,0,0,0,0,14,1,0,JUVENTUS,2000-01
0,0,JUVENTUS,away,0,0,0,0,14,0,1,BOLOGNA,2000-01
0,4,VICENZA,home,0,0,0,1,14,3,1,LECCE,2000-01
4,0,LECCE,away,0,0,1,0,14,1,3,VICENZA,2000-01
2,2,ATALANTA,home,0,0,0,0,14,1,0,REGGINA,2000-01
2,2,REGGINA,away,0,0,0,0,14,0,1,ATALANTA,2000-01
0,3,BARI,home,0,1,0,0,14,1,1,ROMA,2000-01
3,0,ROMA,away,1,0,0,0,14,1,1,BARI,2000-01
2,2,LAZIO,home,0,0,1,0,14,3,4,UDINESE,2000-01
2,2,UDINESE,away,0,0,0,1,14,4,3,LAZIO,2000-01
1,2,FIORENTINA,home,0,0,,,15,0,0,ATALANTA,2000-01
2,1,ATALANTA,away,0,0,,,15,0,0,FIORENTINA,2000-01
1,4,REGGINA,home,0,0,,,15,2,1,BARI,2000-01
4,1,BARI,away,0,0,,,15,1,2,REGGINA,2000-01
1,3,HELLAS VERONA,home,0,0,,,15,1,0,BOLOGNA,2000-01
3,1,BOLOGNA,away,0,0,,,15,0,1,HELLAS VERONA,2000-01
1,1,INTER,home,0,0,,,15,2,0,LAZIO,2000-01
1,1,LAZIO,away,0,0,,,15,0,2,INTER,2000-01
3,2,ROMA,home,0,0,,,15,3,2,MILAN,2000-01
2,3,MILAN,away,0,0,,,15,2,3,ROMA,2000-01
0,3,UDINESE,home,0,0,,,15,0,1,NAPOLI,2000-01
3,0,NAPOLI,away,0,0,,,15,1,0,UDINESE,2000-01
1,1,LECCE,home,0,0,,,15,1,1,PARMA,2000-01
1,1,PARMA,away,0,0,,,15,1,1,LECCE,2000-01
2,2,JUVENTUS,home,0,0,,,15,0,1,PERUGIA,2000-01
2,2,PERUGIA,away,0,0,,,15,1,0,JUVENTUS,2000-01
2,4,BRESCIA,home,1,0,,,15,1,1,VICENZA,2000-01
4,2,VICENZA,away,0,1,,,15,1,1,BRESCIA,2000-01
2,4,BOLOGNA,home,,,0,0,16,0,0,LECCE,2000-01
4,2,LECCE,away,,,0,0,16,0,0,BOLOGNA,2000-01
2,2,PERUGIA,home,,,1,0,16,0,2,REGGINA,2000-01
2,2,REGGINA,away,,,0,1,16,2,0,PERUGIA,2000-01
2,3,MILAN,home,,,0,0,16,1,1,BRESCIA,2000-01
3,2,BRESCIA,away,,,0,0,16,1,1,MILAN,2000-01
2,2,LAZIO,home,,,0,0,16,1,4,FIORENTINA,2000-01
2,2,FIORENTINA,away,,,0,0,16,4,1,LAZIO,2000-01
1,1,PARMA,home,,,0,0,16,0,2,HELLAS VERONA,2000-01
1,1,HELLAS VERONA,away,,,0,0,16,2,0,PARMA,2000-01
0,1,BARI,home,,,0,0,16,1,0,INTER,2000-01
1,0,INTER,away,,,0,0,16,0,1,BARI,2000-01
0,2,VICENZA,home,,,0,0,16,4,0,JUVENTUS,2000-01
2,0,JUVENTUS,away,,,0,0,16,0,4,VICENZA,2000-01
1,5,NAPOLI,home,,,0,0,16,3,0,ROMA,2000-01
5,1,ROMA,away,,,0,0,16,0,3,NAPOLI,2000-01
1,5,ATALANTA,home,,,0,0,16,2,4,UDINESE,2000-01
5,1,UDINESE,away,,,0,0,16,4,2,ATALANTA,2000-01
2,3,JUVENTUS,home,,,0,0,17,2,1,ATALANTA,2000-01
3,2,ATALANTA,away,,,0,0,17,1,2,JUVENTUS,2000-01
1,3,BRESCIA,home,,,1,0,17,1,3,BARI,2000-01
3,1,BARI,away,,,0,1,17,3,1,BRESCIA,2000-01
1,1,INTER,home,,,0,0,17,0,3,BOLOGNA,2000-01
1,1,BOLOGNA,away,,,0,0,17,3,0,INTER,2000-01
2,2,LECCE,home,,,0,0,17,3,2,LAZIO,2000-01
2,2,LAZIO,away,,,0,0,17,2,3,LECCE,2000-01
2,2,REGGINA,home,,,0,0,17,1,0,MILAN,2000-01
