Ammonizioni,Ammonizioni avversario,Avversaria,Campo,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Giornata,Gol segnati,Gol subiti,Squadra,Stagione
2,2,MILAN,away,,,0,0,17,0,1,REGGINA,2000-01
1,0,FIORENTINA,home,,,0,0,17,1,0,NAPOLI,2000-01
0,1,NAPOLI,away,,,0,0,17,0,1,FIORENTINA,2000-01
3,1,ROMA,home,,,0,0,17,1,2,PARMA,2000-01
1,3,PARMA,away,,,0,0,17,2,1,ROMA,2000-01
3,3,HELLAS VERONA,home,,,0,0,17,1,0,PERUGIA,2000-01
3,3,PERUGIA,away,,,0,0,17,0,1,HELLAS VERONA,2000-01
2,3,UDINESE,home,,,0,0,17,1,2,VICENZA,2000-01
3,2,VICENZA,away,,,0,0,17,2,1,UDINESE,2000-01
1,3,REGGINA,home,,,0,0,18,1,1,INTER,2000-01
3,1,INTER,away,,,0,0,18,1,1,REGGINA,2000-01
1,4,ATALANTA,home,,,0,0,18,0,0,LAZIO,2000-01
4,1,LAZIO,away,,,0,0,18,0,0,ATALANTA,2000-01
1,2,ROMA,home,,,1,0,18,1,2,BOLOGNA,2000-01
2,1,BOLOGNA,away,,,0,1,18,2,1,ROMA,2000-01
2,1,UDINESE,home,,,0,0,18,3,1,BRESCIA,2000-01
1,2,BRESCIA,away,,,0,0,18,1,3,UDINESE,2000-01
1,1,PARMA,home,,,1,0,18,0,1,FIORENTINA,2000-01
1,1,FIORENTINA,away,,,0,1,18,1,0,PARMA,2000-01
1,3,BARI,home,,,1,0,18,3,2,HELLAS VERONA,2000-01
3,1,HELLAS VERONA,away,,,0,1,18,2,3,BARI,2000-01
1,2,NAPOLI,home,,,0,0,18,3,0,JUVENTUS,2000-01
2,1,JUVENTUS,away,,,0,0,18,0,3,NAPOLI,2000-01
1,2,PERUGIA,home,,,1,0,18,2,2,LECCE,2000-01
2,1,LECCE,away,,,0,1,18,2,2,PERUGIA,2000-01
2,3,MILAN,home,,,0,0,18,2,0,VICENZA,2000-01
3,2,VICENZA,away,,,0,0,18,0,2,MILAN,2000-01
1,1,BOLOGNA,home,0,0,0,0,19,3,3,MILAN,2000-01
1,1,MILAN,away,0,0,0,0,19,3,3,BOLOGNA,2000-01
1,2,HELLAS VERONA,home,0,0,0,0,19,2,1,UDINESE,2000-01
2,1,UDINESE,away,0,0,0,0,19,1,2,HELLAS VERONA,2000-01
1,3,VICENZA,home,0,0,0,0,19,1,1,ATALANTA,2000-01
3,1,ATALANTA,away,0,0,0,0,19,1,1,VICENZA,2000-01
2,1,JUVENTUS,home,0,0,0,0,19,0,1,BARI,2000-01
1,2,BARI,away,0,0,0,0,19,1,0,JUVENTUS,2000-01
0,2,INTER,home,1,0,0,0,19,1,0,NAPOLI,2000-01
2,0,NAPOLI,away,0,1,0,0,19,0,1,INTER,2000-01
0,1,BRESCIA,home,0,0,0,0,19,3,0,PARMA,2000-01
1,0,PARMA,away,0,0,0,0,19,0,3,BRESCIA,2000-01
1,2,LAZIO,home,0,0,0,0,19,0,1,PERUGIA,2000-01
2,1,PERUGIA,away,0,0,0,0,19,1,0,LAZIO,2000-01
2,2,FIORENTINA,home,0,0,0,1,19,1,1,REGGINA,2000-01
2,2,REGGINA,away,0,0,1,0,19,1,1,FIORENTINA,2000-01
1,2,LECCE,home,0,0,0,0,19,1,0,ROMA,2000-01
2,1,ROMA,away,0,0,0,0,19,0,1,LECCE,2000-01
0,1,BARI,home,0,0,,,20,0,0,ATALANTA,2000-01
1,0,ATALANTA,away,0,0,,,20,0,0,BARI,2000-01
3,5,NAPOLI,home,0,0,,,20,2,1,BOLOGNA,2000-01
5,3,BOLOGNA,away,0,0,,,20,1,2,NAPOLI,2000-01
4,4,BRESCIA,home,0,0,,,20,2,2,FIORENTINA,2000-01
4,4,FIORENTINA,away,0,0,,,20,2,2,BRESCIA,2000-01
0,0,UDINESE,home,0,0,,,20,2,1,INTER,2000-01
0,0,INTER,away,0,0,,,20,1,2,UDINESE,2000-01
3,3,MILAN,home,0,0,,,20,3,0,JUVENTUS,2000-01
3,3,JUVENTUS,away,0,0,,,20,0,3,MILAN,2000-01
0,2,HELLAS VERONA,home,0,1,,,20,5,3,LAZIO,2000-01
2,0,LAZIO,away,1,0,,,20,3,5,HELLAS VERONA,2000-01
2,2,REGGINA,home,0,0,,,20,2,1,LECCE,2000-01
2,2,LECCE,away,0,0,,,20,1,2,REGGINA,2000-01
2,0,PERUGIA,home,0,0,,,20,5,0,PARMA,2000-01
0,2,PARMA,away,0,0,,,20,0,5,PERUGIA,2000-01
3,3,ROMA,home,0,0,,,20,0,2,VICENZA,2000-01
3,3,VICENZA,away,0,0,,,20,2,0,ROMA,2000-01
1,2,LAZIO,home,0,0,0,0,21,0,1,BRESCIA,2000-01
2,1,BRESCIA,away,0,0,0,0,21,1,0,LAZIO,2000-01
1,3,BOLOGNA,home,0,0,0,0,21,2,1,REGGINA,2000-01
3,1,REGGINA,away,0,0,0,0,21,1,2,BOLOGNA,2000-01
0,2,FIORENTINA,home,0,0,0,0,21,2,1,BARI,2000-01
2,0,BARI,away,0,0,0,0,21,1,2,FIORENTINA,2000-01
2,3,ATALANTA,home,0,0,1,0,21,2,1,HELLAS VERONA,2000-01
3,2,HELLAS VERONA,away,0,0,0,1,21,1,2,ATALANTA,2000-01
1,1,PARMA,home,0,1,0,0,21,2,2,MILAN,2000-01
1,1,MILAN,away,1,0,0,0,21,2,2,PARMA,2000-01
0,0,LECCE,home,0,1,0,0,21,1,1,NAPOLI,2000-01
0,0,NAPOLI,away,1,0,0,0,21,1,1,LECCE,2000-01
2,4,VICENZA,home,0,0,0,0,21,1,0,PERUGIA,2000-01
4,2,PERUGIA,away,0,0,0,0,21,0,1,VICENZA,2000-01
2,1,INTER,home,0,1,0,0,21,3,2,ROMA,2000-01
1,2,ROMA,away,1,0,0,0,21,2,3,INTER,2000-01
1,0,JUVENTUS,home,1,1,0,0,21,0,2,UDINESE,2000-01
0,1,UDINESE,away,1,1,0,0,21,2,0,JUVENTUS,2000-01
1,1,MILAN,home,0,0,0,0,22,1,1,ATALANTA,2000-01
1,1,ATALANTA,away,0,0,0,0,22,1,1,MILAN,2000-01
2,4,NAPOLI,home,0,0,0,0,22,2,0,VICENZA,2000-01
4,2,VICENZA,away,0,0,0,0,22,0,2,NAPOLI,2000-01
2,2,LAZIO,home,0,0,0,1,22,2,0,BOLOGNA,2000-01
2,2,BOLOGNA,away,0,0,1,0,22,0,2,LAZIO,2000-01
1,3,HELLAS VERONA,home,0,0,0,1,22,2,0,INTER,2000-01
3,1,INTER,away,0,0,1,0,22,0,2,HELLAS VERONA,2000-01
1,5,REGGINA,home,0,0,0,0,22,1,0,JUVENTUS,2000-01
5,1,JUVENTUS,away,0,0,0,0,22,0,1,REGGINA,2000-01
2,1,UDINESE,home,0,0,0,0,22,2,1,LECCE,2000-01
1,2,LECCE,away,0,0,0,0,22,1,2,UDINESE,2000-01
1,2,BARI,home,0,0,0,0,22,4,0,PARMA,2000-01
2,1,PARMA,away,0,0,0,0,22,0,4,BARI,2000-01
1,1,FIORENTINA,home,0,0,0,0,22,2,2,PERUGIA,2000-01
1,1,PERUGIA,away,0,0,0,0,22,2,2,FIORENTINA,2000-01
2,2,BRESCIA,home,0,1,0,0,22,3,1,ROMA,2000-01
2,2,ROMA,away,1,0,0,0,22,1,3,BRESCIA,2000-01
3,1,ATALANTA,home,0,0,0,0,23,0,3,BRESCIA,2000-01
1,3,BRESCIA,away,0,0,0,0,23,3,0,ATALANTA,2000-01
1,1,BOLOGNA,home,0,0,0,0,23,1,1,FIORENTINA,2000-01
1,1,FIORENTINA,away,0,0,0,0,23,1,1,BOLOGNA,2000-01
2,3,VICENZA,home,0,0,0,0,23,1,0,HELLAS VERONA,2000-01
3,2,HELLAS VERONA,away,0,0,0,0,23,0,1,VICENZA,2000-01
2,0,JUVENTUS,home,0,1,0,1,23,4,1,LAZIO,2000-01
0,2,LAZIO,away,1,0,1,0,23,1,4,JUVENTUS,2000-01
1,2,INTER,home,0,0,0,0,23,1,2,LECCE,2000-01
2,1,LECCE,away,0,0,0,0,23,2,1,INTER,2000-01
0,2,BARI,home,0,0,0,0,23,4,0,MILAN,2000-01
2,0,MILAN,away,0,0,0,0,23,0,4,BARI,2000-01
3,1,PERUGIA,home,0,0,1,0,23,0,0,NAPOLI,2000-01
1,3,NAPOLI,away,0,0,0,1,23,0,0,PERUGIA,2000-01
2,2,ROMA,home,0,0,0,0,23,0,0,REGGINA,2000-01
2,2,REGGINA,away,0,0,0,0,23,0,0,ROMA,2000-01
1,1,PARMA,home,0,0,0,0,23,1,3,UDINESE,2000-01
1,1,UDINESE,away,0,0,0,0,23,3,1,PARMA,2000-01
2,2,LECCE,home,0,0,,,24,3,2,BARI,2000-01
2,2,BARI,away,0,0,,,24,2,3,LECCE,2000-01
1,3,FIORENTINA,home,0,0,,,24,1,1,VICENZA,2000-01
3,1,VICENZA,away,0,0,,,24,1,1,FIORENTINA,2000-01
3,3,NAPOLI,home,0,0,,,24,1,1,ATALANTA,2000-01
3,3,ATALANTA,away,0,0,,,24,1,1,NAPOLI,2000-01
1,1,BRESCIA,home,0,0,,,24,1,1,JUVENTUS,2000-01
1,1,JUVENTUS,away,0,0,,,24,1,1,BRESCIA,2000-01
1,1,LAZIO,home,0,0,,,24,1,0,MILAN,2000-01
1,1,MILAN,away,0,0,,,24,0,1,LAZIO,2000-01
1,4,BOLOGNA,home,1,0,,,24,0,0,PARMA,2000-01
4,1,PARMA,away,0,1,,,24,0,0,BOLOGNA,2000-01
1,0,INTER,home,0,1,,,24,2,3,PERUGIA,2000-01
0,1,PERUGIA,away,1,0,,,24,3,2,INTER,2000-01
2,3,UDINESE,home,0,0,,,24,1,1,REGGINA,2000-01
3,2,REGGINA,away,0,0,,,24,1,1,UDINESE,2000-01
1,3,HELLAS VERONA,home,0,0,,,24,3,1,ROMA,2000-01
3,1,ROMA,away,0,0,,,24,1,3,HELLAS VERONA,2000-01
2,2,PERUGIA,home,0,0,0,0,25,3,2,BOLOGNA,2000-01
2,2,BOLOGNA,away,0,0,0,0,25,2,3,PERUGIA,2000-01
3,2,REGGINA,home,0,0,0,1,25,4,0,BRESCIA,2000-01
2,3,BRESCIA,away,0,0,1,0,25,0,4,REGGINA,2000-01
1,0,JUVENTUS,home,1,0,0,0,25,0,1,HELLAS VERONA,2000-01
0,1,HELLAS VERONA,away,0,1,0,0,25,1,0,JUVENTUS,2000-01
1,3,VICENZA,home,0,0,0,0,25,1,1,INTER,2000-01
3,1,INTER,away,0,0,0,0,25,1,1,VICENZA,2000-01
3,3,ATALANTA,home,0,0,0,0,25,0,2,LECCE,2000-01
3,3,LECCE,away,0,0,0,0,25,2,0,ATALANTA,2000-01
3,2,MILAN,home,0,0,1,0,25,0,0,NAPOLI,2000-01
2,3,NAPOLI,away,0,0,0,1,25,0,0,MILAN,2000-01
3,2,BARI,home,0,0,0,0,25,2,0,UDINESE,2000-01
2,3,UDINESE,away,0,0,0,0,25,0,2,BARI,2000-01
3,3,ROMA,home,0,0,0,0,25,3,1,FIORENTINA,2000-01
3,3,FIORENTINA,away,0,0,0,0,25,1,3,ROMA,2000-01
3,1,PARMA,home,0,0,0,0,25,1,0,LAZIO,2000-01
1,3,LAZIO,away,0,0,0,0,25,0,1,PARMA,2000-01
2,1,PARMA,home,0,0,0,0,26,0,1,ATALANTA,2000-01
1,2,ATALANTA,away,0,0,0,0,26,1,0,PARMA,2000-01
2,1,NAPOLI,home,0,0,0,0,26,0,1,BARI,2000-01
1,2,BARI,away,0,0,0,0,26,1,0,NAPOLI,2000-01
4,4,HELLAS VERONA,home,0,0,0,2,26,1,0,BRESCIA,2000-01
4,4,BRESCIA,away,0,0,2,0,26,0,1,HELLAS VERONA,2000-01
2,2,LECCE,home,0,0,0,0,26,2,0,FIORENTINA,2000-01
2,2,FIORENTINA,away,0,0,0,0,26,0,2,LECCE,2000-01
2,2,INTER,home,0,0,0,0,26,3,1,JUVENTUS,2000-01
2,2,JUVENTUS,away,0,0,0,0,26,1,3,INTER,2000-01
0,1,UDINESE,home,0,0,0,0,26,3,0,MILAN,2000-01
1,0,MILAN,away,0,0,0,0,26,0,3,UDINESE,2000-01
1,3,LAZIO,home,0,0,0,0,26,0,2,REGGINA,2000-01
3,1,REGGINA,away,0,0,0,0,26,2,0,LAZIO,2000-01
3,3,PERUGIA,home,0,0,0,0,26,2,2,ROMA,2000-01
3,3,ROMA,away,0,0,0,0,26,2,2,PERUGIA,2000-01
2,3,BOLOGNA,home,0,1,0,0,26,4,2,VICENZA,2000-01
3,2,VICENZA,away,1,0,0,0,26,2,4,BOLOGNA,2000-01
0,0,FIORENTINA,home,0,0,0,0,27,4,2,INTER,2000-01
0,0,INTER,away,0,0,0,0,27,2,4,FIORENTINA,2000-01
2,1,BRESCIA,home,0,0,0,0,27,1,1,NAPOLI,2000-01
1,2,NAPOLI,away,0,0,0,0,27,1,1,BRESCIA,2000-01
2,3,BARI,home,0,0,0,0,27,4,2,BOLOGNA,2000-01
3,2,BOLOGNA,away,0,0,0,0,27,2,4,BARI,2000-01
1,0,REGGINA,home,1,1,1,0,27,0,3,HELLAS VERONA,2000-01
0,1,HELLAS VERONA,away,1,1,0,1,27,3,0,REGGINA,2000-01
0,2,VICENZA,home,0,0,0,0,27,2,1,LAZIO,2000-01
2,0,LAZIO,away,0,0,0,0,27,1,2,VICENZA,2000-01
3,2,MILAN,home,0,0,0,0,27,3,3,LECCE,2000-01
2,3,LECCE,away,0,0,0,0,27,3,3,MILAN,2000-01
4,3,JUVENTUS,home,0,0,0,0,27,0,0,PARMA,2000-01
3,4,PARMA,away,0,0,0,0,27,0,0,JUVENTUS,2000-01
4,6,ATALANTA,home,0,0,0,0,27,2,2,PERUGIA,2000-01
6,4,PERUGIA,away,0,0,0,0,27,2,2,ATALANTA,2000-01
5,2,ROMA,home,0,0,0,0,27,1,3,UDINESE,2000-01
2,5,UDINESE,away,0,0,0,0,27,3,1,ROMA,2000-01
2,4,UDINESE,home,,,0,0,29,1,1,BOLOGNA,2000-01
4,2,BOLOGNA,away,,,0,0,29,1,1,UDINESE,2000-01
1,2,FIORENTINA,home,,,0,0,29,2,1,HELLAS VERONA,2000-01
2,1,HELLAS VERONA,away,,,0,0,29,1,2,FIORENTINA,2000-01
0,0,ATALANTA,home,,,0,0,29,3,0,INTER,2000-01
0,0,INTER,away,,,0,0,29,0,3,ATALANTA,2000-01
5,3,ROMA,home,,,1,1,29,2,2,JUVENTUS,2000-01
3,5,JUVENTUS,away,,,1,1,29,2,2,ROMA,2000-01
0,2,BARI,home,,,0,0,29,2,0,LAZIO,2000-01
2,0,LAZIO,away,,,0,0,29,0,2,BARI,2000-01
4,3,BRESCIA,home,,,0,0,29,0,3,LECCE,2000-01
3,4,LECCE,away,,,0,0,29,3,0,BRESCIA,2000-01
1,4,NAPOLI,home,,,0,0,29,4,0,PARMA,2000-01
4,1,PARMA,away,,,0,0,29,0,4,NAPOLI,2000-01
2,0,MILAN,home,,,0,0,29,2,1,PERUGIA,2000-01
0,2,PERUGIA,away,,,0,0,29,1,2,MILAN,2000-01
3,4,REGGINA,home,,,0,0,29,2,1,VICENZA,2000-01
4,3,VICENZA,away,,,0,0,29,1,2,REGGINA,2000-01
2,3,JUVENTUS,home,,,0,0,30,1,3,FIORENTINA,2000-01
3,2,FIORENTINA,away,,,0,0,30,3,1,JUVENTUS,2000-01
1,2,MILAN,home,,,0,0,30,0,6,INTER,2000-01
2,1,INTER,away,,,0,0,30,6,0,MILAN,2000-01
2,1,VICENZA,home,,,0,0,30,2,2,BARI,2000-01
1,2,BARI,away,,,0,0,30,2,2,VICENZA,2000-01
2,3,BOLOGNA,home,,,0,0,30,0,0,BRESCIA,2000-01
3,2,BRESCIA,away,,,0,0,30,0,0,BOLOGNA,2000-01
2,2,LECCE,home,,,0,0,30,0,0,HELLAS VERONA,2000-01
2,2,HELLAS VERONA,away,,,0,0,30,0,0,LECCE,2000-01
2,0,LAZIO,home,,,0,1,30,2,4,NAPOLI,2000-01
0,2,NAPOLI,away,,,1,0,30,4,2,LAZIO,2000-01
1,1,PARMA,home,,,0,0,30,2,0,REGGINA,2000-01
1,1,REGGINA,away,,,0,0,30,0,2,PARMA,2000-01
2,3,ATALANTA,home,,,0,0,30,1,0,ROMA,2000-01
3,2,ROMA,away,,,0,0,30,0,1,ATALANTA,2000-01
2,3,PERUGIA,home,,,0,0,30,3,3,UDINESE,2000-01
3,2,UDINESE,away,,,0,0,30,3,3,PERUGIA,2000-01
0,0,FIORENTINA,home,,,0,0,31,1,2,MILAN,2000-01
0,0,MILAN,away,,,0,0,31,2,1,FIORENTINA,2000-01
1,2,INTER,home,,,0,0,31,3,1,PARMA,2000-01
2,1,PARMA,away,,,0,0,31,1,3,INTER,2000-01
2,2,REGGINA,home,,,0,0,31,1,1,ATALANTA,2000-01
2,2,ATALANTA,away,,,0,0,31,1,1,REGGINA,2000-01
1,1,ROMA,home,,,1,0,31,1,4,BARI,2000-01
1,1,BARI,away,,,0,1,31,4,1,ROMA,2000-01
2,2,JUVENTUS,home,,,0,0,31,1,4,BOLOGNA,2000-01
2,2,BOLOGNA,away,,,0,0,31,4,1,JUVENTUS,2000-01
1,1,UDINESE,home,,,0,0,31,3,1,LAZIO,2000-01
1,1,LAZIO,away,,,0,0,31,1,3,UDINESE,2000-01
1,3,HELLAS VERONA,home,,,0,0,31,2,0,NAPOLI,2000-01
3,1,NAPOLI,away,,,0,0,31,0,2,HELLAS VERONA,2000-01
5,5,BRESCIA,home,,,0,0,31,2,2,PERUGIA,2000-01
5,5,PERUGIA,away,,,0,0,31,2,2,BRESCIA,2000-01
1,1,LECCE,home,,,0,0,31,0,0,VICENZA,2000-01
1,1,VICENZA,away,,,0,0,31,0,0,LECCE,2000-01
1,3,VICENZA,home,0,1,0,0,32,2,1,BRESCIA,2000-01
3,1,BRESCIA,away,1,0,0,0,32,1,2,VICENZA,2000-01
1,0,ATALANTA,home,0,0,0,0,32,1,1,FIORENTINA,2000-01
0,1,FIORENTINA,away,0,0,0,0,32,1,1,ATALANTA,2000-01
2,2,BOLOGNA,home,0,0,1,1,32,5,4,HELLAS VERONA,2000-01
2,2,HELLAS VERONA,away,0,0,1,1,32,4,5,BOLOGNA,2000-01
2,2,LAZIO,home,0,0,0,0,32,1,1,INTER,2000-01
2,2,INTER,away,0,0,0,0,32,1,1,LAZIO,2000-01
2,2,PERUGIA,home,0,0,0,0,32,1,0,JUVENTUS,2000-01
2,2,JUVENTUS,away,0,0,0,0,32,0,1,PERUGIA,2000-01
2,2,PARMA,home,0,0,1,0,32,1,2,LECCE,2000-01
2,2,LECCE,away,0,0,0,1,32,2,1,PARMA,2000-01
2,1,BARI,home,0,0,0,0,32,1,0,REGGINA,2000-01
1,2,REGGINA,away,0,0,0,0,32,0,1,BARI,2000-01
3,4,MILAN,home,0,0,1,2,32,1,1,ROMA,2000-01
4,3,ROMA,away,0,0,2,1,32,1,1,MILAN,2000-01
0,3,NAPOLI,home,0,0,0,0,32,0,0,UDINESE,2000-01
3,0,UDINESE,away,0,0,0,0,32,0,0,NAPOLI,2000-01
2,4,UDINESE,home,0,0,0,0,33,0,1,ATALANTA,2000-01
4,2,ATALANTA,away,0,0,0,0,33,1,0,UDINESE,2000-01
0,0,INTER,home,0,0,0,0,33,1,2,BARI,2000-01
0,0,BARI,away,0,0,0,0,33,2,1,INTER,2000-01
3,1,LECCE,home,1,0,0,1,33,2,2,BOLOGNA,2000-01
1,3,BOLOGNA,away,0,1,1,0,33,2,2,LECCE,2000-01
0,0,FIORENTINA,home,0,0,0,0,33,3,0,LAZIO,2000-01
0,0,LAZIO,away,0,0,0,0,33,0,3,FIORENTINA,2000-01
0,1,BRESCIA,home,0,0,0,0,33,1,1,MILAN,2000-01
1,0,MILAN,away,0,0,0,0,33,1,1,BRESCIA,2000-01
3,1,ROMA,home,0,0,0,0,33,2,2,NAPOLI,2000-01
1,3,NAPOLI,away,0,0,0,0,33,2,2,ROMA,2000-01
0,2,HELLAS VERONA,home,0,0,0,0,33,1,2,PARMA,2000-01
2,0,PARMA,away,0,0,0,0,33,2,1,HELLAS VERONA,2000-01
1,3,REGGINA,home,0,0,0,0,33,1,1,PERUGIA,2000-01
3,1,PERUGIA,away,0,0,0,0,33,1,1,REGGINA,2000-01
2,1,JUVENTUS,home,0,0,0,0,33,0,3,VICENZA,2000-01
1,2,VICENZA,away,0,0,0,0,33,3,0,JUVENTUS,2000-01
0,0,BARI,home,,,0,0,34,3,1,BRESCIA,2000-01
0,0,BRESCIA,away,,,0,0,34,1,3,BARI,2000-01
2,1,NAPOLI,home,,,0,0,34,1,2,FIORENTINA,2000-01
1,2,FIORENTINA,away,,,0,0,34,2,1,NAPOLI,2000-01
2,3,PERUGIA,home,,,1,1,34,2,1,HELLAS VERONA,2000-01
3,2,HELLAS VERONA,away,,,1,1,34,1,2,PERUGIA,2000-01
0,0,BOLOGNA,home,,,0,0,34,2,1,INTER,2000-01
0,0,INTER,away,,,0,0,34,1,2,BOLOGNA,2000-01
0,0,ATALANTA,home,,,0,0,34,2,1,JUVENTUS,2000-01
0,0,JUVENTUS,away,,,0,0,34,1,2,ATALANTA,2000-01
0,2,LAZIO,home,,,0,0,34,2,1,LECCE,2000-01
2,0,LECCE,away,,,0,0,34,1,2,LAZIO,2000-01
0,1,MILAN,home,,,0,0,34,2,1,REGGINA,2000-01
1,0,REGGINA,away,,,0,0,34,1,2,MILAN,2000-01
0,1,PARMA,home,,,0,0,34,3,1,ROMA,2000-01
1,0,ROMA,away,,,0,0,34,1,3,PARMA,2000-01
2,1,VICENZA,home,,,0,0,34,2,3,UDINESE,2000-01
1,2,UDINESE,away,,,0,0,34,3,2,VICENZA,2000-01
